drug,Blood and lymphatic system disorders,Cardiac disorders,"Congenital, familial and genetic disorders",Ear and labyrinth disorders,Endocrine disorders,Eye disorders,Gastrointestinal disorders,General disorders and administration site conditions,Hepatobiliary disorders,Immune system disorders,Infections and infestations,"Injury, poisoning and procedural complications",Investigations,Metabolism and nutrition disorders,Musculoskeletal and connective tissue disorders,"Neoplasms benign, malignant and unspecified (incl cysts and polyps)",Nervous system disorders,"Pregnancy, puerperium and perinatal conditions",Product issues,Psychiatric disorders,Renal and urinary disorders,Reproductive system and breast disorders,"Respiratory, thoracic and mediastinal disorders",Skin and subcutaneous tissue disorders,Social circumstances,Surgical and medical procedures,Vascular disorders,DILIConcern,vDILIConcern,SMILES
codeine,0.005016256386437529,0.02475615420343706,0.0013005109150023226,0.003947979563399907,0.0008360427310729214,0.018392940083604276,0.12940083604273106,0.09140733859730607,0.008453320947515094,0.18193218764514632,0.0103111936832327,0.07984208081746401,0.020390153274500698,0.008871342313051556,0.013330236878773804,0.0016720854621458429,0.0931723176962378,0.0011611704598235024,0.0019043195541105433,0.09433348815606132,0.010589874593590341,0.0016720854621458429,0.043474222015791916,0.12559219693451001,0.00538783093358105,0.0022758941012540643,0.020575940548072456,No-DILI-Concern,vNo-DILI-Concern,CN1CC[C@]23[C@@H]4[C@H]1CC5=C2C(=C(C=C5)OC)O[C@H]3[C@H](C=C4)O
colchicine,0.05783408489012955,0.019254169350798083,0.002362035645265192,0.0027199198339417363,0.001073652566029633,0.01066494882256102,0.2223176580058693,0.11473767088970008,0.02612554577338773,0.01002075728294324,0.01646267267912104,0.05618781762221745,0.060911888912747826,0.040369336482714194,0.05139216949395176,0.0032925345358242072,0.054469973516570035,0.0015746904301767947,0.003006227184882972,0.024479278505475627,0.04466394674683272,0.002934650347147663,0.027270775177152675,0.123756352444349,0.001932574618853339,0.0026483429962064274,0.01753632524515067,Less-DILI-Concern,Ambiguous DILI-concern,CC(=O)N[C@H]1CCC2=CC(=C(C(=C2C3=CC=C(C(=O)C=C13)OC)OC)OC)OC
colesevelam,0.003010536879076769,0.011791269443050678,0.0008780732563973909,0.004515805318615153,0.0023833416959357753,0.00865529352734571,0.18690416457601605,0.20923231309583545,0.005895634721525339,0.012167586552935272,0.016432513798294027,0.18477170095333667,0.08028098344204716,0.01869041645760161,0.08078273958855996,0.005895634721525339,0.05519317611640743,0.00012543903662819871,0.003135975915704967,0.01731058705469142,0.010035122930255895,0.002508780732563974,0.026593075765178126,0.0288509784244857,0.002132463622679378,0.011414952333166079,0.01041144004014049,Less-DILI-Concern,Ambiguous DILI-concern,CCCCCCCCCCNCC=C.C[N+](C)(C)CCCCCCNCC=C.C=CCN.C1C(O1)CCl.Cl.[Cl-]
colestipol,0.005685407454200884,0.012002526847757423,0.0006317119393556537,0.0082122552116235,0.005685407454200884,0.014529374605180037,0.2255211623499684,0.1408717624763108,0.020846493998736573,0.024005053695514846,0.017687934301958308,0.09222994314592546,0.05938092229943146,0.020214782059380917,0.0574857864813645,0.0037902716361339225,0.06001263423878711,0.0,0.06506632975363234,0.018951358180669616,0.012634238787113077,0.0082122552116235,0.04169298799747315,0.06317119393556538,0.003158559696778269,0.0018951358180669612,0.016424510423247,Less-DILI-Concern,Ambiguous DILI-concern,C1C(O1)CCl.C(CNCCNCCNCCN)N
colistimethate,0.017788461538461538,0.011858974358974358,0.0020833333333333333,0.006891025641025641,0.00016025641025641026,0.006730769230769231,0.05625,0.1123397435897436,0.00625,0.009775641025641027,0.07692307692307693,0.0907051282051282,0.10448717948717948,0.015064102564102563,0.011217948717948718,0.0017628205128205128,0.06394230769230769,0.0009615384615384617,0.007692307692307694,0.015224358974358976,0.13685897435897434,0.00016025641025641026,0.0908653846153846,0.13557692307692307,0.000641025641025641,0.007692307692307694,0.010096153846153848,No-DILI-Concern,vNo-DILI-Concern,CCC(C)CCCCC(=O)NC(CCNCS(=O)(=O)[O-])C(=O)NC(C(C)O)C(=O)NC(CCNCS(=O)(=O)[O-])C(=O)NC1CCNC(=O)C(NC(=O)C(NC(=O)C(NC(=O)C(NC(=O)C(NC(=O)C(NC1=O)CCNCS(=O)(=O)[O-])CC(C)C)CC(C)C)CCNCS(=O)(=O)[O-])CCNCS(=O)(=O)[O-])C(C)O.[Na+].[Na+].[Na+].[Na+].[Na+]
conivaptan,0.012195121951219513,0.12195121951219512,0.0,0.0,0.0,0.0,0.012195121951219513,0.3414634146341464,0.0,0.012195121951219513,0.012195121951219513,0.08536585365853659,0.14634146341463414,0.06097560975609756,0.0,0.012195121951219513,0.03658536585365853,0.0,0.0,0.0,0.012195121951219513,0.0,0.03658536585365853,0.024390243902439025,0.0,0.012195121951219513,0.06097560975609756,No-DILI-Concern,vNo-DILI-Concern,CC1=NC2=C(N1)CCN(C3=CC=CC=C32)C(=O)C4=CC=C(C=C4)NC(=O)C5=CC=CC=C5C6=CC=CC=C6
corticotropin,0.0067470864853813135,0.022762897839569283,0.0008178286648947046,0.004906971989368228,0.006815238874122539,0.0268520411640428,0.06488107408164656,0.19716486062836505,0.0019764192734955358,0.014107544469433653,0.05833844476248892,0.0633817215293396,0.09111974374701834,0.04654808151025693,0.06406324541675186,0.004293600490697199,0.08362298098548354,0.0004770667211885776,0.0031350098820963675,0.05193212022081374,0.0268520411640428,0.0040209909357322975,0.05377223471682682,0.053908539494309266,0.004157295713214748,0.01267634430586792,0.030668574933551417,No-DILI-Concern,vNo-DILI-Concern,CC[C@H](C)[C@@H](C(=O)N[C@@H](CO)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CC(=O)O)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H]([C@@H](C)O)C(=O)N[C@@H](CC1=CC=CC=C1)C(=O)N[C@@H](CC2=CN=CN2)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H](C(C)C)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H](CCSC)C(=O)N[C@@H](C)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](C)C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H](CCC(=O)N)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](C)C(=O)N[C@@H](CCC(=O)N)C(=O)N[C@@H](CCC(=O)N)C(=O)N[C@@H](C)C(=O)N[C@@H](CC3=CN=CN3)C(=O)N[C@@H](CO)C(=O)N[C@@H](CC(=O)N)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](CCSC)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H]([C@@H](C)CC)C(=O)N[C@@H]([C@@H](C)CC)C(=O)O)NC(=O)[C@@H]4CCCN4C(=O)[C@@H]5CCCN5C(=O)[C@H](CCC(=O)O)NC(=O)[C@H](CCC(=O)O)NC(=O)[C@H](CO)N
cosyntropin,0.011404133998574484,0.05060584461867427,0.002851033499643621,0.002851033499643621,0.012116892373485387,0.011404133998574484,0.07056307911617961,0.150392017106201,0.005702066999287242,0.08909479686386315,0.011404133998574484,0.02138275124732716,0.03777619387027797,0.03207412687099073,0.016393442622950817,0.0007127583749109052,0.10049893086243764,0.0035637918745545258,0.002138275124732716,0.043478260869565216,0.009265858873841768,0.005702066999287242,0.060584461867426935,0.16250890947968638,0.0,0.0,0.08553100498930863,No-DILI-Concern,vNo-DILI-Concern,CC(C)[C@@H](C(=O)NCC(=O)N[C@H](CCCCN)C(=O)N[C@H](CCCCN)C(=O)N[C@H](CCCNC(=N)N)C(=O)N[C@H](CCCNC(=N)N)C(=O)N1CCC[C@H]1C(=O)N[C@@H](C(C)C)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](C(C)C)C(=O)N[C@@H](CC2=CC=C(C=C2)O)C(=O)N3CCC[C@H]3C(=O)O)NC(=O)[C@@H]4CCCN4C(=O)[C@H](CCCCN)NC(=O)CNC(=O)[C@H](CC5=CNC6=CC=CC=C65)NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@H](CC7=CC=CC=C7)NC(=O)[C@H](CC8=CNC=N8)NC(=O)[C@H](CCC(=O)O)NC(=O)[C@H](CCSC)NC(=O)[C@H](CO)NC(=O)[C@H](CC9=CC=C(C=C9)O)NC(=O)C(CO)N
cromoglicate,0.007682458386683738,0.022336036420543458,0.003556693697538768,0.007540190638782187,0.0011381419832124054,0.0973111395646607,0.08592971973253663,0.13757291222079954,0.003841229193341869,0.02447005263906672,0.09375444586712192,0.023900981647460517,0.0190638782188078,0.006544316403471332,0.02987622705932565,0.0022762839664248113,0.11352966282543747,0.002134016218523261,0.005263906672357378,0.04182671788305591,0.013515436050647318,0.003983496941243421,0.12704509887608478,0.10613173993455684,0.0007113387395077536,0.0011381419832124054,0.01792573623559539,Less-DILI-Concern,vLess-DILI-Concern,C1=CC2=C(C(=C1)OCC(COC3=CC4=C(C=C3)OC(=CC4=O)C(=O)O)O)C(=O)C=C(O2)C(=O)O
cyanocobalamin,0.014692091278524541,0.022194435761175368,0.002813379180994061,0.008127539856205065,0.0025007814942169426,0.02000625195373554,0.08627696155048452,0.175054704595186,0.007502344482650828,0.03688652703969991,0.026883401062832137,0.053766802125664266,0.03469834323226008,0.0175054704595186,0.03688652703969991,0.004688965301656768,0.09565489215379806,0.002188183807439825,0.012503907471084716,0.03438574554548297,0.014066895904970305,0.0034385745545482964,0.044388871522350735,0.21037824320100032,0.0034385745545482964,0.004063769928102532,0.025007814942169432,No-DILI-Concern,vNo-DILI-Concern,CC1=CC2=C(C=C1C)N(C=N2)[C@@H]3C(C([C@@H](O3)CO)OP(=O)(O)OC(C)CNC(=O)CC[C@@]\4([C@H](C5[C@]6([C@@]([C@@H](C(=N6)/C(=C\7/[C@@]([C@@H](C(=N7)/C=C\8/C([C@@H](C(=N8)/C(=C4\[N-]5)/C)CCC(=O)N)(C)C)CCC(=O)N)(C)CC(=O)N)/C)CCC(=O)N)(C)CC(=O)N)C)CC(=O)N)C)O.[C-]#N.[Co+3]
cyclobenzaprine,0.006454714001236009,0.06386046831010092,0.00206001510677745,0.006317379660784179,0.0015793449151960447,0.016548788024445513,0.06042710979880519,0.12016754789535125,0.009201400810272608,0.03330357755956877,0.013184096683375678,0.1319096340039827,0.037217606262445926,0.013046762342923849,0.034402252283183415,0.0023346837876811093,0.13300830872759736,0.0017853464258737895,0.00480670191581405,0.1812813293964156,0.01469477442834581,0.00480670191581405,0.0449083293277484,0.032479571516857784,0.005974043809654604,0.004257364554006729,0.019982146535741263,Less-DILI-Concern,vLess-DILI-Concern,CN(C)CCC=C1C2=CC=CC=C2C=CC3=CC=CC=C31
cyclofenil,0.01492537313432836,0.009950248756218905,0.02487562189054726,0.0,0.0,0.02985074626865672,0.06965174129353234,0.059701492537313425,0.4029850746268657,0.0,0.0049751243781094535,0.0049751243781094535,0.059701492537313425,0.0049751243781094535,0.01492537313432836,0.01492537313432836,0.1044776119402985,0.009950248756218905,0.0,0.02985074626865672,0.009950248756218905,0.0049751243781094535,0.0049751243781094535,0.0945273631840796,0.0,0.0,0.02487562189054726,Most-DILI-Concern,vMost-DILI-Concern,CC(=O)OC1=CC=C(C=C1)C(=C2CCCCC2)C3=CC=C(C=C3)OC(=O)C
cyclophosphamide,0.1808485224139824,0.026523589078066387,0.002479322834950704,0.0034284386077052705,0.0023501914372970217,0.007082857161304484,0.11911725776563944,0.11568881915793415,0.015812139642693422,0.012622594120647463,0.07962887636314332,0.02731774717363654,0.05406731619759687,0.03307700750899077,0.02813127497885473,0.040779695379032935,0.05912926698562121,0.0030862404039230123,0.00035511134354762684,0.012228743357803731,0.021384159451449825,0.007186162279427431,0.04992865490279634,0.06848483674563052,0.0008845500739277252,0.003376786048643797,0.02499983858575293,Less-DILI-Concern,vLess-DILI-Concern,C1CNP(=O)(OC1)N(CCCl)CCCl
cycloserine,0.013780918727915195,0.009540636042402828,0.0014134275618374558,0.03957597173144877,0.004063604240282685,0.013074204946996466,0.1549469964664311,0.06236749116607774,0.011837455830388692,0.00265017667844523,0.010247349823321554,0.009187279151943464,0.02862190812720848,0.0353356890459364,0.0469964664310954,0.0021201413427561835,0.17720848056537106,0.0007067137809187279,0.0,0.2743816254416961,0.007420494699646644,0.0022968197879858657,0.024381625441696114,0.06378091872791519,0.0007067137809187279,0.0007067137809187279,0.00265017667844523,Less-DILI-Concern,Ambiguous DILI-concern,C1C(C(=O)NO1)N
cyclosporine,0.03599557522123894,0.016847345132743358,0.0025442477876106194,0.004391592920353982,0.0023561946902654865,0.1033849557522124,0.05832964601769911,0.12001106194690266,0.017522123893805308,0.039579646017699116,0.09643805309734513,0.061957964601769916,0.06371681415929202,0.02163716814159292,0.028595132743362832,0.04172566371681416,0.06830752212389381,0.004612831858407079,0.00418141592920354,0.016283185840707964,0.061106194690265486,0.003993362831858407,0.035630530973451334,0.0494358407079646,0.0010398230088495574,0.010741150442477877,0.029634955752212387,Most-DILI-Concern,vMost-DILI-Concern,CCC1C(=O)N(CC(=O)N(C(C(=O)NC(C(=O)N(C(C(=O)NC(C(=O)NC(C(=O)N(C(C(=O)N(C(C(=O)N(C(C(=O)N(C(C(=O)N1)[C@@H]([C@H](C)C/C=C/C)O)C)C(C)C)C)CC(C)C)C)CC(C)C)C)C)C)CC(C)C)C)C(C)C)CC(C)C)C)C
cyproheptadine,0.01840193704600484,0.029539951573849883,0.0019370460048426148,0.01791767554479419,0.0038740920096852296,0.024213075060532687,0.11138014527845036,0.10653753026634384,0.014527845036319613,0.01065375302663438,0.01065375302663438,0.07602905569007264,0.025181598062954,0.01888619854721549,0.021791767554479417,0.0004842615012106538,0.20871670702179174,0.0004842615012106538,0.0038740920096852296,0.13026634382566585,0.01888619854721549,0.007263922518159807,0.023244552058111382,0.09443099273607747,0.0004842615012106538,0.0004842615012106538,0.019854721549636804,Less-DILI-Concern,vLess-DILI-Concern,CN1CCC(=C2C3=CC=CC=C3C=CC4=CC=CC=C42)CC1
cysteamine,0.011286681715575621,0.009781790820165538,0.007524454477050414,0.0,0.0015048908954100827,0.11587659894657636,0.17231000752445447,0.12641083521444696,0.0,0.01053423626787058,0.054928517682468016,0.08878856282919488,0.062452972159518436,0.035364936042136946,0.015048908954100828,0.011286681715575621,0.0564334085778781,0.004514672686230248,0.01730624529721595,0.015048908954100828,0.038374717832957116,0.0007524454477050414,0.0218209179834462,0.0564334085778781,0.005267118133935289,0.051166290443942816,0.009781790820165538,Less-DILI-Concern,Ambiguous DILI-concern,C(CS)N
cytarabine,0.16835541699142634,0.033940338694820375,0.0034011195351803304,0.002161128037979168,0.0015234181251328562,0.010947353503861687,0.0866576914901155,0.11841918798271098,0.02487068660100616,0.008874796287111174,0.10729469283639198,0.024321547509388503,0.06396584709133422,0.02944094097640473,0.016279316941826685,0.029600368454616312,0.07381492241196061,0.0016297031106072414,0.0002834266279316942,0.01300219655636647,0.02520725572167505,0.0020194147240133213,0.05514419329696025,0.05739389215616807,0.0013108481541840855,0.006111386664777156,0.03402890951604903,Most-DILI-Concern,vMost-DILI-Concern,C1=CN(C(=O)N=C1N)[C@H]2[C@H]([C@@H]([C@H](O2)CO)O)O
dacarbazine,0.13495672583247764,0.03608625495085815,0.002493765586034913,0.004840839078773654,0.0020536893061463986,0.005867683731846853,0.11896728766319495,0.14830570632242926,0.01569605398269033,0.012175443743582221,0.04943523544080974,0.04958192753410591,0.04635470148159014,0.034619334017896436,0.021123661434648677,0.05354261405310254,0.05779668475869151,0.00557429954525451,0.0005867683731846853,0.00997506234413965,0.01452251723632096,0.003960686518996626,0.07041220478216224,0.06439782895701923,0.00029338418659234265,0.003080533959219598,0.03329910517823089,Most-DILI-Concern,vMost-DILI-Concern,CN(C)N/N=C\1/C(=NC=N1)C(=O)N
dactinomycin,0.15609894796701734,0.012510662496445836,0.007961330679556441,0.010804663065112312,0.004264998578333807,0.002843332385555872,0.13363662212112595,0.11657662780779073,0.07023030992323002,0.0034119988626670453,0.04975831674722775,0.06312197895934035,0.05032698322433893,0.02189365936878021,0.013647995450668185,0.0642593119135627,0.04691498436167188,0.004264998578333807,0.0,0.007392664202445266,0.02189365936878021,0.004264998578333807,0.0355416548194484,0.052885982371339214,0.0014216661927779358,0.006823997725334091,0.03724765425078192,Most-DILI-Concern,vMost-DILI-Concern,CC1C(C(=O)NC(C(=O)N2CCCC2C(=O)N(CC(=O)N(C(C(=O)O1)C(C)C)C)C)C(C)C)NC(=O)C3=C4C(=C(C=C3)C)OC5=C(C(=O)C(=C(C5=N4)C(=O)NC6C(OC(=O)C(N(C(=O)CN(C(=O)C7CCCN7C(=O)C(NC6=O)C(C)C)C)C)C(C)C)C)N)C
danazol,0.023037875829753997,0.015033190160093713,0.008785630613041781,0.0054666146036704425,0.01015228426395939,0.032213978914486525,0.06618508395158143,0.09898477157360408,0.05134713002733307,0.006247559547051933,0.015618898867629832,0.009566575556423271,0.06989457243264349,0.0208902772354549,0.05896134322530261,0.013861772745021476,0.1153846153846154,0.004099960952752831,0.0007809449433814916,0.042561499414291284,0.02030456852791878,0.03650917610308473,0.034947286216321746,0.20265521280749707,0.0003904724716907458,0.001757126122608356,0.03436157750878563,Most-DILI-Concern,vMost-DILI-Concern,C[C@]12CC[C@H]3[C@H]([C@@H]1CC[C@]2(C#C)O)CCC4=CC5=C(C[C@]34C)C=NO5
dantrolene,0.03496143958868895,0.040102827763496135,0.0,0.004627249357326478,0.002570694087403599,0.014395886889460157,0.07506426735218509,0.14755784061696658,0.09820051413881747,0.006683804627249357,0.02982005141388175,0.02982005141388175,0.07969151670951156,0.021079691516709517,0.02724935732647815,0.007197943444730078,0.13110539845758354,0.0005141388174807199,0.003084832904884319,0.03547557840616967,0.02724935732647815,0.007712082262210797,0.06169665809768636,0.0699228791773779,0.0015424164524421595,0.003084832904884319,0.039588688946015416,Most-DILI-Concern,vMost-DILI-Concern,C1C(=O)NC(=O)N1N=CC2=CC=C(O2)C3=CC=C(C=C3)[N+](=O)[O-]
dapsone,0.1684,0.01946666666666667,0.0034666666666666665,0.0032,0.001466666666666667,0.01533333333333333,0.05333333333333334,0.12266666666666665,0.0444,0.02146666666666666,0.029866666666666663,0.02693333333333333,0.0496,0.01813333333333333,0.018266666666666667,0.004,0.04466666666666667,0.0005333333333333334,0.0041333333333333335,0.01933333333333333,0.014933333333333331,0.0022666666666666673,0.038,0.2589333333333333,0.0009333333333333332,0.0025333333333333328,0.013733333333333335,Less-DILI-Concern,vLess-DILI-Concern,C1=CC(=CC=C1N)S(=O)(=O)C2=CC=C(C=C2)N
daptomycin,0.04540895413513267,0.02489286039937996,0.0006382784717789732,0.0031913923588948664,0.0012765569435579465,0.005470958329534057,0.02753715692532142,0.16604358530135865,0.01677760554390444,0.015774596516823197,0.0971095103492295,0.0517917388529224,0.1437950214279201,0.01814534512628796,0.06993708397921036,0.004559131941278381,0.04385884927509802,0.0007294611106045409,0.0062916020789641645,0.011215464575544816,0.04695905899516732,0.0010030090270812435,0.09765660618218293,0.06866052703565241,0.0014589222212090815,0.010303638187289141,0.01951308470867147,Less-DILI-Concern,vLess-DILI-Concern,CCCCCCCCCC(=O)N[C@@H](CC1=CNC2=CC=CC=C21)C(=O)N[C@@H](CC(=O)N)C(=O)N[C@@H](CC(=O)O)C(=O)NC3C(OC(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@H](NC(=O)CNC(=O)[C@@H](NC(=O)[C@H](NC(=O)[C@@H](NC(=O)[C@@H](NC(=O)CNC3=O)CCCN)CC(=O)O)C)CC(=O)O)CO)C(C)CC(=O)O)CC(=O)C4=CC=CC=C4N)C
darifenacin,0.001644286105782406,0.008495478213209099,0.0,0.004658810633050151,0.00027404768429706766,0.04850644012058098,0.2247191011235955,0.22773362565086325,0.00356261989586188,0.007399287476020828,0.015072622636338722,0.020827624006577145,0.04001096190737189,0.008495478213209099,0.03343381748424225,0.002466429158673609,0.0898876404494382,0.00027404768429706766,0.002466429158673609,0.042477391066045485,0.09947930939983557,0.010413812003288572,0.03178953137845985,0.046862154014798575,0.0019183337900794733,0.013976431899150451,0.013154288846259249,No-DILI-Concern,vNo-DILI-Concern,C1CN(C[C@@H]1C(C2=CC=CC=C2)(C3=CC=CC=C3)C(=O)N)CCC4=CC5=C(C=C4)OCC5
darunavir,0.022800950940133995,0.02236870542468122,0.02355738059217636,0.002701534471579857,0.008104603414739573,0.008320726172465959,0.07931705208558461,0.10373892370866653,0.035552193645990916,0.02042360060514372,0.06386427490814782,0.11778690296088178,0.1061162740436568,0.03490382537281176,0.027879835746704128,0.013723795115625676,0.0474389453209423,0.04873568186730063,0.005078884806570132,0.02528636265398746,0.03652474605575967,0.005727253079749297,0.021504214393775662,0.09304084720121028,0.0016209206829479145,0.011778690296088178,0.01210287443267776,Most-DILI-Concern,vMost-DILI-Concern,CC(C)CN(C[C@H]([C@H](CC1=CC=CC=C1)NC(=O)O[C@H]2CO[C@@H]3[C@H]2CCO3)O)S(=O)(=O)C4=CC=C(C=C4)N
dasatinib,0.053695254298455904,0.04016188487613745,0.001778671409790426,0.003840899131286573,0.0013146701724537932,0.013043590338463123,0.10898873508107132,0.14915061995720874,0.0058773490062640175,0.005954682545820122,0.052097027814296384,0.05400458845668033,0.06117082978887944,0.03126852782718532,0.03902765962931457,0.032660531539195216,0.06660995540432553,0.0019848941819400412,0.0005671126234114402,0.016136931920707344,0.013791147887505477,0.0045626788338102246,0.14610883406800196,0.0593148248395329,0.000902224628154564,0.019152939963395458,0.01683293377671229,Less-DILI-Concern,vLess-DILI-Concern,CC1=C(C(=CC=C1)Cl)NC(=O)C2=CN=C(S2)NC3=NC(=NC(=C3)N4CCN(CC4)CCO)C
daunorubicin,0.13289305990035918,0.05462866411771521,0.0034179121770362645,0.0011586142973004287,0.002491020739195921,0.00805236936623798,0.08075541652183987,0.10572355462866412,0.031746031746031744,0.00724133935812768,0.11041594253273083,0.02317228594600857,0.0840574672691461,0.041594253273085385,0.01917506662032209,0.02548951454060943,0.05706175414204611,0.00283860502838605,0.0001737921445950643,0.013671648708145058,0.029139149577105783,0.0022592978797358358,0.07310856215965705,0.03041362530413625,0.001737921445950643,0.010659251535163944,0.04692387904066736,No-DILI-Concern,vNo-DILI-Concern,C[C@H]1[C@H]([C@H](C[C@@H](O1)O[C@H]2C[C@@](CC3=C(C4=C(C(=C23)O)C(=O)C5=C(C4=O)C=CC=C5OC)O)(C(=O)C)O)N)O
decitabine,0.1592385556730624,0.024323915999395682,0.0010575615651911164,0.0036259253663695422,0.002115123130382233,0.006647529838344161,0.1084756005438888,0.11814473485420758,0.008309412297930202,0.007705091403535276,0.11708717328901648,0.03263332829732588,0.07478471068137181,0.05091403535277232,0.030971445837739836,0.032935488744523345,0.04819459132799517,0.0,0.0004532406707961928,0.015561263030669284,0.023719595105000758,0.0030216044719746185,0.06481341592385556,0.03807221634688019,0.0018129626831847711,0.0036259253663695422,0.021755552198217253,Less-DILI-Concern,Ambiguous DILI-concern,C1[C@@H]([C@H](O[C@H]1N2C=NC(=NC2=O)N)CO)O
deferasirox,0.06271515889557623,0.021357813634341118,0.004683731060162525,0.009297206154422612,0.0012177700756422565,0.013512564108568886,0.12308845226107115,0.18458584108100512,0.025830776796796327,0.007119271211447039,0.06791410037235662,0.03299688531884499,0.1192477927917379,0.03021006533804829,0.025526334277885764,0.035432425470129515,0.044027071965527735,0.0012880260415446946,0.0008664902461300673,0.014121449146390012,0.05442495491908855,0.002552633427788577,0.036252078405657945,0.043722629446617166,0.001756399147560947,0.02004636893749561,0.016205709468162337,Most-DILI-Concern,vMost-DILI-Concern,C1=C/C(=C/2\N/C(=C\3/C=CC=CC3=O)/N(N2)C4=CC=C(C=C4)C(=O)O)/C(=O)C=C1
deferoxamine,0.02693677649154052,0.027382012466607302,0.005565449688334817,0.02560106856634016,0.002894033837934105,0.053650934995547635,0.06767586821015137,0.2504452359750668,0.019367764915405164,0.01892252894033838,0.04964381121994657,0.03183437221727516,0.07435440783615316,0.0244879786286732,0.030943900267141587,0.008014247551202136,0.05832591273374889,0.005120213713268032,0.01313446126447017,0.008459483526268923,0.03406055209260908,0.00244879786286732,0.036731967943009786,0.09594835262689223,0.00022261798753339267,0.00578806767586821,0.022039180765805882,No-DILI-Concern,vLess-DILI-Concern,CC(=O)N(CCCCCNC(=O)CCC(=O)N(CCCCCNC(=O)CCC(=O)N(CCCCCN)O)O)O
degarelix,0.012396694214876032,0.02636757182211728,0.0001967729240456513,0.003345139708776073,0.0009838646202282569,0.006099960645415191,0.060606060606060615,0.28846910665092484,0.011806375442739079,0.010822510822510822,0.049980322707595434,0.04663518299881937,0.07241243604879967,0.031090121999212912,0.049980322707595434,0.029909484454938996,0.06552538370720189,0.0,0.004919323101141283,0.02577725304998032,0.032270759543486814,0.010625737898465172,0.03522235340417158,0.05509641873278237,0.0029515938606847697,0.007870916961826053,0.05863833136560409,Less-DILI-Concern,Ambiguous DILI-concern,C[C@H](C(=O)N)NC(=O)C1CCCN1C(=O)[C@H](CCCCNC(C)C)NC(=O)[C@H](CC(C)C)NC(=O)[C@@H](CC2=CC=C(C=C2)NC(=O)N)NC(=O)[C@H](CC3=CC=C(C=C3)NC(=O)[C@H]4CC(=O)NC(=O)N4)NC(=O)[C@H](CO)NC(=O)[C@@H](CC5=CN=CC=C5)NC(=O)[C@@H](CC6=CC=C(C=C6)Cl)NC(=O)[C@@H](CC7=CC8=CC=CC=C8C=C7)NC(=O)C
delavirdine,0.024498886414253896,0.0311804008908686,0.008908685968819599,0.0,0.0,0.0111358574610245,0.08240534521158129,0.17817371937639198,0.0400890868596882,0.0066815144766147,0.0779510022271715,0.0311804008908686,0.0645879732739421,0.04231625835189309,0.0556792873051225,0.0,0.048997772828507785,0.0200445434298441,0.0,0.0334075723830735,0.0378619153674833,0.004454342984409799,0.0267260579064588,0.1514476614699332,0.0,0.0022271714922049,0.0200445434298441,Less-DILI-Concern,Ambiguous DILI-concern,CC(C)NC1=C(N=CC=C1)N2CCN(CC2)C(=O)C3=CC4=C(N3)C=CC(=C4)NS(=O)(=O)C
demeclocycline,0.034153005464480884,0.008196721311475409,0.001366120218579235,0.0,0.017759562841530054,0.00273224043715847,0.15710382513661206,0.07513661202185792,0.02868852459016393,0.015027322404371584,0.023224043715847,0.01912568306010929,0.04371584699453552,0.04508196721311476,0.01092896174863388,0.00273224043715847,0.036885245901639344,0.0,0.0,0.01912568306010929,0.08879781420765027,0.0,0.017759562841530054,0.3360655737704918,0.00273224043715847,0.00273224043715847,0.01092896174863388,Less-DILI-Concern,Ambiguous DILI-concern,CN(C)[C@H]1[C@@H]2C[C@@H]3[C@@H](C4=C(C=CC(=C4C(=C3C(=O)[C@@]2(C(=C(C1=O)C(=O)N)O)O)O)O)Cl)O
desipramine,0.021172638436482084,0.06444858073522569,0.002791996277338297,0.009073987901349464,0.005351326198231736,0.015123313168915775,0.07631456491391345,0.11842717543043275,0.01582131223825035,0.01209865053513262,0.01675197766402978,0.027221963704048398,0.059562587249883676,0.019311307584923217,0.016053978594695206,0.002326663564448581,0.13610981852024198,0.0013959981386691485,0.0016286644951140064,0.11447184737087016,0.021405304792926943,0.0288506281991624,0.020241973010702654,0.14588180549092605,0.0016286644951140064,0.0016286644951140064,0.04490460679385761,Less-DILI-Concern,Ambiguous DILI-concern,CNCCCN1C2=CC=CC=C2CCC3=CC=CC=C31
